customer_id;number_of_orders; ingresos;date_most_recent
997;4;316406;30/12/2020
998;1;148854;28/12/2020
999;4;189431;7/02/2021
1000;4;214440;1/03/2021
1001;1;206433;28/12/2020
1002;4;281691;4/03/2021
1003;4;204929;8/03/2021
1004;1;382364;28/12/2020
1005;4;200514;9/03/2021
1006;4;306311;7/03/2021
1007;4;108432;10/02/2021
1008;4;205291;19/01/2021
1009;4;225138;3/02/2021
1010;4;121992;15/02/2021
1011;4;265321;18/02/2021
1012;4;274090;23/02/2021
1013;4;228289;22/02/2021
1014;4;286166;5/01/2021
1015;4;274716;17/02/2021
1016;4;184652;16/03/2021
1017;4;243552;2/03/2021
1018;4;236277;13/03/2021
1019;4;148441;5/03/2021
1020;4;136840;3/02/2021
1021;4;335386;11/03/2021
1022;1;294841;28/12/2020
1023;4;156799;22/01/2021
1024;4;217690;4/02/2021
1025;4;276382;22/02/2021
1026;4;160842;11/03/2021
1027;4;122125;22/12/2020
1028;4;160206;25/01/2021
1029;4;222036;22/01/2021
1030;4;121673;13/01/2021
1031;4;286532;25/03/2021
1032;4;367887;28/01/2021
1033;4;278279;7/01/2021
1034;4;212701;26/02/2021
1035;4;170117;26/03/2021
1036;4;265149;16/01/2021
1037;4;305138;10/03/2021
1038;1;391042;28/12/2020
1039;4;182118;13/01/2021
1040;4;353784;2/01/2021
1041;4;171218;15/03/2021
1042;4;57399;19/12/2020
1043;4;156922;13/02/2021
1044;4;128321;18/01/2021
1045;4;327306;14/01/2021
1046;4;340750;8/01/2021
1047;1;109581;28/12/2020
1048;1;177760;29/12/2020
1049;4;238942;3/02/2021
1050;4;317864;24/02/2021
1051;4;157755;29/01/2021
1052;4;296756;29/01/2021
1053;4;174081;30/01/2021
1054;1;237743;29/12/2020
1055;4;228744;15/01/2021
1056;4;135730;9/03/2021
1057;4;115501;22/12/2020
1058;4;196635;19/02/2021
1059;4;315029;4/01/2021
1060;4;208113;15/02/2021
1061;4;270919;14/12/2020
1062;4;366675;5/02/2021
1063;4;132422;28/01/2021
1064;4;261378;29/12/2020
1065;4;168119;15/01/2021
1066;4;273978;4/02/2021
1067;4;305100;22/01/2021
1068;4;316971;26/03/2021
1069;4;341616;22/01/2021
1070;4;318939;8/03/2021
1071;4;239246;3/02/2021
1072;4;251297;12/01/2021
1073;4;379348;15/03/2021
1074;1;150158;29/12/2020
1075;4;312754;13/03/2021
1076;4;308684;29/01/2021
1077;4;221767;20/01/2021
1078;4;328051;20/02/2021
1079;1;237059;29/12/2020
1080;1;339021;29/12/2020
1081;4;203964;28/12/2020
1082;4;185413;5/12/2020
1083;4;309137;24/12/2020
1084;4;368854;22/01/2021
1085;4;404602;12/12/2020
1086;4;138892;23/12/2020
1087;4;74782;27/02/2021
1088;1;166735;29/12/2020
1089;4;162476;28/02/2021
1090;4;204874;8/01/2021
1091;4;221769;19/01/2021
1092;4;315714;21/02/2021
1093;4;144014;10/03/2021
1094;4;162940;8/03/2021
1095;4;263294;20/02/2021
1096;4;164188;9/03/2021
1097;4;217733;4/01/2021
1098;1;375419;29/12/2020
1099;1;184380;29/12/2020
1100;4;175114;15/03/2021
1101;1;122833;29/12/2020
1102;4;222901;4/03/2021
1103;1;103102;29/12/2020
1104;1;279645;29/12/2020
1105;4;291036;3/02/2021
1106;4;159415;29/01/2021
1107;4;207345;21/01/2021
1108;4;174004;6/01/2021
1109;4;292637;29/01/2021
1110;4;365239;25/02/2021
1111;4;367180;6/02/2021
1112;4;222921;25/01/2021
1113;4;280193;28/12/2020
1114;4;172999;8/01/2021
1115;4;264197;12/01/2021
1116;4;344391;16/12/2020
1117;4;333976;1/02/2021
1118;4;75769;17/02/2021
1119;4;378791;31/01/2021
1120;4;260399;27/01/2021
1121;4;373752;22/02/2021
1122;4;392393;31/12/2020
1123;1;419537;29/12/2020
1124;4;55033;28/12/2020
1125;4;220779;22/01/2021
1126;1;416465;29/12/2020
1127;4;154541;2/02/2021
1128;1;389719;29/12/2020
1129;4;59107;2/03/2021
1130;4;260900;26/02/2021
1131;4;341454;28/12/2020
1132;4;212050;20/01/2021
1133;4;202606;17/01/2021
1134;4;285634;12/02/2021
1135;4;146622;17/03/2021
1136;4;205938;3/02/2021
1137;4;111488;6/01/2021
1138;4;350735;13/03/2021
1139;4;133134;30/01/2021
1140;4;295969;12/02/2021
1141;4;246442;8/02/2021
1142;4;183698;13/01/2021
1143;4;74431;16/01/2021
1144;1;184299;29/12/2020
1145;4;193386;6/01/2021
1146;4;272432;6/01/2021
1147;4;345650;16/02/2021
1148;4;77362;2/03/2021
1149;4;142137;31/12/2020
1150;1;100589;29/12/2020
1151;1;37541;29/12/2020
1152;4;297474;26/01/2021
1153;4;102735;2/02/2021
1154;4;149783;25/01/2021
1155;4;245348;9/01/2021
1156;4;230178;26/01/2021
1157;1;60271;29/12/2020
1158;4;140788;7/01/2021
1159;4;258955;22/12/2020
1160;4;84651;30/12/2020
1161;4;129496;2/02/2021
1162;4;282972;24/12/2020
1163;1;292529;29/12/2020
1164;4;150489;31/12/2020
1165;1;180283;29/12/2020
1166;4;207332;17/02/2021
1167;4;350038;8/01/2021
1168;4;110168;20/12/2020
1169;4;160448;14/02/2021
1170;1;74827;29/12/2020
1171;4;241330;21/01/2021
1172;4;176243;16/01/2021
1173;4;392959;6/02/2021
1174;4;300251;8/02/2021
1175;4;180466;11/03/2021
1176;4;324780;29/12/2020
1177;4;231490;8/02/2021
1178;4;219136;4/01/2021
1179;4;266461;13/03/2021
1180;4;231562;16/01/2021
1181;4;351922;10/12/2020
1182;1;177209;30/12/2020
1183;4;69165;9/01/2021
1184;4;404205;21/12/2020
1185;4;206340;4/01/2021
1186;4;263568;21/01/2021
1187;1;182496;30/12/2020
1188;4;298086;22/02/2021
1189;4;352070;19/02/2021
1190;4;346341;17/02/2021
1191;4;198400;15/01/2021
1192;4;209933;15/01/2021
1193;4;167911;11/02/2021
1194;1;234795;30/12/2020
1195;4;192963;19/02/2021
1196;4;85041;30/12/2020
1197;4;180021;16/01/2021
1198;4;321732;13/02/2021
1199;1;88590;30/12/2020
1200;1;37965;30/12/2020
1201;1;299459;30/12/2020
1202;4;418635;29/12/2020
1203;1;119375;30/12/2020
1204;1;181697;30/12/2020
1205;1;166107;30/12/2020
1206;4;88980;17/02/2021
1207;4;385915;7/01/2021
1208;4;271062;15/03/2021
1209;1;144096;30/12/2020
1210;4;241981;12/01/2021
1211;1;267957;30/12/2020
1212;4;303114;21/01/2021
1213;4;82189;9/12/2020
1214;1;363382;30/12/2020
1215;4;325028;5/02/2021
1216;4;213183;13/02/2021
1217;4;169009;29/01/2021
1218;1;389502;30/12/2020
1219;4;109445;26/01/2021
1220;4;247709;8/03/2021
1221;1;363711;30/12/2020
1222;4;353054;30/12/2020
1223;4;240245;16/01/2021
1224;4;240346;29/01/2021
1225;4;348885;13/02/2021
1226;1;346034;30/12/2020
1227;1;132014;30/12/2020
1228;4;323175;24/02/2021
1229;4;249058;18/01/2021
1230;4;303901;28/01/2021
1231;4;300807;14/01/2021
1232;4;153411;28/12/2020
1233;1;381056;30/12/2020
1234;4;144933;2/01/2021
1235;4;191281;27/02/2021
1236;4;207614;24/02/2021
1237;4;212806;23/03/2021
1238;4;168775;30/01/2021
1239;4;199344;12/03/2021
1240;4;155560;17/02/2021
1241;4;212098;15/01/2021
1242;4;67315;17/02/2021
1243;4;267899;2/01/2021
1244;4;48453;1/02/2021
1245;4;272382;31/01/2021
1246;4;200404;6/02/2021
1247;4;242000;6/12/2020
1248;4;174371;9/02/2021
1249;1;65039;30/12/2020
1250;1;404267;30/12/2020
1251;4;334082;16/01/2021
1252;4;330768;6/03/2021
1253;4;126024;8/02/2021
1254;4;237178;23/02/2021
1255;4;130828;11/12/2020
1256;4;165186;26/03/2021
1257;4;295289;1/02/2021
1258;4;281727;19/01/2021
1259;1;154895;30/12/2020
1260;4;206579;17/02/2021
1261;1;247624;30/12/2020
1262;4;410846;5/12/2020
1263;4;183142;15/12/2020
1264;4;206572;12/12/2020
1265;1;304487;30/12/2020
1266;4;74763;27/02/2021
1267;4;319603;16/03/2021
1268;4;162873;31/12/2020
1269;4;166034;17/03/2021
1270;4;381005;5/01/2021
1271;4;117493;1/02/2021
1272;4;358560;12/02/2021
1273;4;169825;8/03/2021
1274;4;311887;27/02/2021
1275;1;113274;30/12/2020
1276;4;122958;18/03/2021
1277;1;69981;30/12/2020
1278;4;272030;14/01/2021
1279;4;232500;5/01/2021
1280;4;347632;18/02/2021
1281;4;384398;21/01/2021
1282;4;232376;28/12/2020
1283;4;134979;7/03/2021
1284;1;324763;30/12/2020
1285;4;215345;4/01/2021
1286;4;276673;9/12/2020
1287;4;370862;21/12/2020
1288;4;222573;11/01/2021
1289;4;62562;23/01/2021
1290;4;291748;3/03/2021
1291;4;248566;10/03/2021
1292;4;177723;27/03/2021
1293;4;204363;15/02/2021
1294;1;52165;30/12/2020
1295;4;130126;1/03/2021
1296;4;247263;13/01/2021
1297;1;103745;30/12/2020
1298;4;179970;25/02/2021
1299;4;102402;7/02/2021
1300;4;170154;27/01/2021
1301;4;122692;24/02/2021
1302;4;346230;29/01/2021
1303;4;340197;4/01/2021
1304;4;349290;24/02/2021
1305;4;230704;24/02/2021
1306;1;99778;31/12/2020
1307;1;207396;31/12/2020
1308;4;86865;3/03/2021
1309;4;238079;11/01/2021
1310;1;133635;31/12/2020
1311;4;163270;23/02/2021
1312;1;243219;31/12/2020
1313;4;295241;23/03/2021
1314;4;365791;13/12/2020
1315;4;252753;13/02/2021
1316;4;223768;8/03/2021
1317;4;344076;3/03/2021
1318;4;225816;17/02/2021
1319;4;356635;12/03/2021
1320;4;218580;19/03/2021
1321;4;305389;31/01/2021
1322;4;347271;22/01/2021
1323;4;135658;30/01/2021
1324;4;327209;8/01/2021
1325;4;349139;23/03/2021
1326;4;355736;15/02/2021
1327;4;206573;5/01/2021
1328;4;77695;20/12/2020
1329;4;298626;30/12/2020
1330;1;304700;31/12/2020
1331;4;211058;9/03/2021
1332;4;301255;5/03/2021
1333;4;196147;16/03/2021
1334;4;254170;13/03/2021
1335;4;238968;5/01/2021
1336;4;102824;4/02/2021
1337;4;210566;1/02/2021
1338;4;395876;21/01/2021
1339;1;168689;31/12/2020
1340;4;368099;16/12/2020
1341;4;277794;15/02/2021
1342;4;288379;12/03/2021
1343;4;356021;5/01/2021
1344;4;256104;1/02/2021
1345;4;193951;2/03/2021
1346;1;413028;31/12/2020
1347;4;75980;16/02/2021
1348;1;256416;31/12/2020
1349;4;200907;3/01/2021
1350;4;197836;11/01/2021
1351;4;364041;17/02/2021
1352;4;296000;16/03/2021
1353;4;336524;29/12/2020
1354;4;263679;10/03/2021
1355;4;235713;8/12/2020
1356;4;297027;28/01/2021
1357;4;165511;9/01/2021
1358;4;170599;17/12/2020
1359;4;255060;31/12/2020
1360;4;279963;8/03/2021
1361;4;247892;1/02/2021
1362;1;139737;31/12/2020
1363;1;262395;31/12/2020
1364;4;162093;11/02/2021
1365;4;211302;2/01/2021
1366;4;159128;9/03/2021
1367;4;243590;3/03/2021
1368;4;329082;30/12/2020
1369;4;223609;14/01/2021
1370;4;366835;3/12/2020
1371;4;85794;3/02/2021
1372;4;166081;2/02/2021
1373;4;121012;4/01/2021
1374;4;324747;22/02/2021
1375;4;264748;2/03/2021
1376;4;242104;8/03/2021
1377;1;312835;31/12/2020
1378;4;354900;7/01/2021
1379;4;234974;15/01/2021
1380;4;311666;19/03/2021
1381;1;328155;31/12/2020
1382;4;271746;13/01/2021
1383;4;240443;27/01/2021
1384;4;310468;12/02/2021
1385;4;322408;8/02/2021
1386;4;161373;2/03/2021
1387;4;183618;29/01/2021
1388;4;174971;3/03/2021
1389;4;72333;5/01/2021
1390;4;165784;10/03/2021
1391;4;217866;14/01/2021
1392;4;92739;20/02/2021
1393;1;320105;31/12/2020
1394;4;415549;28/12/2020
1395;4;373166;13/01/2021
1396;4;225531;16/02/2021
1397;1;42054;31/12/2020
1398;4;405489;9/01/2021
1399;4;229985;23/01/2021
1400;4;334714;7/01/2021
1401;4;265228;9/02/2021
1402;4;208946;27/12/2020
1403;4;155375;25/03/2021
1404;1;156282;31/12/2020
1405;4;227236;6/01/2021
1406;4;248672;25/03/2021
1407;4;339083;26/12/2020
1408;4;264019;11/01/2021
1409;4;245751;5/03/2021
1410;4;248339;10/03/2021
1411;4;282656;4/01/2021
1412;4;195492;8/03/2021
1413;4;207581;2/02/2021
1414;4;95546;23/12/2020
1415;4;72183;23/01/2021
1416;4;192861;6/03/2021
1417;1;163143;31/12/2020
1418;4;186074;3/02/2021
1419;4;335648;4/01/2021
1420;4;76916;29/01/2021
1421;4;273129;24/03/2021
1422;4;276530;8/02/2021
1423;4;210577;18/01/2021
1424;4;224354;19/01/2021
1425;4;220960;28/12/2020
1426;4;65013;14/12/2020
1427;4;266541;19/01/2021
1428;4;177328;11/03/2021
1429;4;374677;26/03/2021
1430;4;342435;4/01/2021
1431;4;305506;14/02/2021
1432;4;356402;19/02/2021
1433;4;141321;18/03/2021
1434;4;343240;8/12/2020
1435;4;114038;26/02/2021
1436;4;59200;25/01/2021
1437;4;159322;25/01/2021
1438;4;106733;19/02/2021
1439;4;160937;30/01/2021
1440;4;226833;22/02/2021
1441;4;233037;4/02/2021
1442;4;171432;18/12/2020
1443;4;104945;2/01/2021
1444;4;145030;8/03/2021
1445;4;334180;18/02/2021
1446;4;262153;4/03/2021
1447;1;167734;2/01/2021
1448;4;393383;4/03/2021
1449;4;170798;29/12/2020
1450;4;328955;11/03/2021
1451;4;377529;15/03/2021
1452;4;249829;15/03/2021
1453;4;200576;25/02/2021
1454;4;307221;23/12/2020
1455;1;223929;2/01/2021
1456;4;177472;22/01/2021
1457;4;301068;19/12/2020
1458;4;298629;25/02/2021
1459;4;296769;6/02/2021
1460;4;60421;28/02/2021
1461;4;101923;17/02/2021
1462;4;290264;26/12/2020
1463;4;171806;16/02/2021
1464;4;242505;12/03/2021
1465;1;258802;2/01/2021
1466;1;131250;2/01/2021
1467;1;207957;2/01/2021
1468;4;215755;26/12/2020
1469;4;335887;2/02/2021
1470;4;159768;25/02/2021
1471;1;125501;2/01/2021
1472;4;265473;11/03/2021
1473;1;332159;2/01/2021
1474;4;208712;7/03/2021
1475;4;315839;18/02/2021
1476;4;105226;12/02/2021
1477;4;172627;27/02/2021
1478;1;317492;2/01/2021
1479;1;249977;2/01/2021
1480;4;322246;7/01/2021
1481;4;327265;12/03/2021
1482;4;311763;22/12/2020
1483;1;157644;2/01/2021
1484;4;184274;7/03/2021
1485;4;255118;9/01/2021
1486;4;179723;14/03/2021
1487;4;197375;8/02/2021
1488;4;307201;9/02/2021
1489;4;220621;7/01/2021
1490;4;163254;22/12/2020
1491;4;178817;13/01/2021
1492;4;205222;5/01/2021
1493;4;244411;9/03/2021
1494;4;167596;28/01/2021
1495;4;179864;19/02/2021
1496;4;368541;21/01/2021
1497;4;312767;8/02/2021
1498;4;40886;30/12/2020
1499;1;153969;2/01/2021
1500;4;195210;21/01/2021
1501;4;236279;2/02/2021
1502;4;270887;26/03/2021
1503;1;230352;2/01/2021
1504;4;211180;10/02/2021
1505;4;241003;27/02/2021
1506;4;305870;21/02/2021
1507;4;257998;2/03/2021
1508;1;354098;2/01/2021
1509;4;261092;12/01/2021
1510;4;328220;27/02/2021
1511;4;181773;17/02/2021
1512;4;209204;12/01/2021
1513;1;222620;2/01/2021
1514;4;223964;23/01/2021
1515;4;153013;13/01/2021
1516;1;264063;2/01/2021
1517;4;214242;6/02/2021
1518;4;401312;27/01/2021
1519;4;358856;16/02/2021
1520;4;203742;11/02/2021
1521;4;233391;28/02/2021
1522;4;247088;12/02/2021
1523;4;303394;7/01/2021
1524;4;314573;5/03/2021
1525;4;232916;21/03/2021
1526;1;261500;2/01/2021
1527;4;277451;4/03/2021
1528;4;210111;29/12/2020
1529;4;215924;12/03/2021
1530;4;243481;26/12/2020
1531;4;123025;18/02/2021
1532;4;169768;20/01/2021
1533;4;271317;29/01/2021
1534;1;382484;2/01/2021
1535;4;136752;13/01/2021
1536;4;232945;20/03/2021
1537;4;68033;29/01/2021
1538;4;378572;12/02/2021
1539;4;389591;9/01/2021
1540;4;133302;4/03/2021
1541;4;328219;18/03/2021
1542;4;228543;5/03/2021
1543;4;208948;15/01/2021
1544;4;259135;17/02/2021
1545;4;217296;7/02/2021
1546;4;124698;26/02/2021
1547;4;91858;1/02/2021
1548;4;164740;24/02/2021
1549;4;223094;15/01/2021
1550;4;296722;24/03/2021
1551;4;120769;20/02/2021
1552;4;234556;18/02/2021
1553;4;238817;5/02/2021
1554;4;217830;12/02/2021
1555;4;220933;15/01/2021
1556;4;192586;8/03/2021
1557;4;265808;1/02/2021
1558;4;93958;11/01/2021
1559;4;300550;2/02/2021
1560;4;156329;2/03/2021
1561;4;49595;10/12/2020
1562;4;213478;12/03/2021
1563;4;258096;20/02/2021
1564;4;115491;20/03/2021
1565;4;212638;9/01/2021
1566;4;254995;13/02/2021
1567;4;221783;17/01/2021
1568;4;203504;4/02/2021
1569;4;242347;6/01/2021
1570;1;116134;3/01/2021
1571;1;219413;3/01/2021
1572;4;167077;23/02/2021
1573;4;299261;30/01/2021
1574;4;216948;12/01/2021
1575;1;286454;3/01/2021
1576;4;213309;12/01/2021
1577;4;323030;12/03/2021
1578;4;196908;16/03/2021
1579;4;282860;25/02/2021
1580;4;295598;20/03/2021
1581;4;312636;25/02/2021
1582;4;280489;10/01/2021
1583;4;213138;9/03/2021
1584;4;133782;2/01/2021
1585;4;250676;14/01/2021
1586;4;232774;11/01/2021
1587;4;243830;13/03/2021
1588;1;198988;3/01/2021
1589;4;213129;20/03/2021
1590;1;193881;4/01/2021
1591;4;263159;22/02/2021
1592;4;186050;2/03/2021
1593;4;328087;10/12/2020
1594;1;137688;4/01/2021
1595;4;287092;2/02/2021
1596;4;188280;18/12/2020
1597;4;257551;18/01/2021
1598;4;113978;12/03/2021
1599;1;105904;4/01/2021
1600;4;234223;4/01/2021
1601;4;292999;6/03/2021
1602;4;314574;1/02/2021
1603;4;348731;22/01/2021
1604;4;138562;23/03/2021
1605;4;214296;20/03/2021
1606;1;247724;4/01/2021
1607;4;222774;30/01/2021
1608;1;168792;4/01/2021
1609;1;290877;4/01/2021
1610;1;165721;4/01/2021
1611;4;180110;19/01/2021
1612;4;318842;23/12/2020
1613;4;315383;3/01/2021
1614;4;296127;23/01/2021
1615;4;313454;7/01/2021
1616;4;182214;2/02/2021
1617;1;84859;4/01/2021
1618;1;301551;4/01/2021
1619;4;224542;23/03/2021
1620;4;156730;14/01/2021
1621;4;226664;14/01/2021
1622;4;97246;16/02/2021
1623;4;266553;22/02/2021
1624;4;287604;17/02/2021
1625;4;50190;26/12/2020
1626;4;332757;18/12/2020
1627;4;134009;9/01/2021
1628;4;208674;4/03/2021
1629;4;53275;13/01/2021
1630;4;232560;2/03/2021
1631;4;350194;26/01/2021
1632;1;267997;4/01/2021
1633;4;279597;27/01/2021
1634;4;100756;24/01/2021
1635;4;347415;2/01/2021
1636;4;235526;25/03/2021
1637;4;414272;15/12/2020
1638;4;148588;5/02/2021
1639;4;89396;23/12/2020
1640;4;231909;3/03/2021
1641;4;153500;8/01/2021
1642;4;39781;15/02/2021
1643;4;190706;15/03/2021
1644;4;228055;18/12/2020
1645;4;243882;3/02/2021
1646;4;196228;5/02/2021
1647;4;110998;30/12/2020
1648;1;287218;4/01/2021
1649;4;297356;18/12/2020
1650;4;121834;23/01/2021
1651;4;297935;17/02/2021
1652;1;227629;4/01/2021
1653;4;124483;5/12/2020
1654;4;316329;5/01/2021
1655;4;333561;12/02/2021
1656;4;215284;12/02/2021
1657;1;96950;4/01/2021
1658;1;162622;4/01/2021
1659;4;113973;15/01/2021
1660;4;202791;22/01/2021
1661;4;323297;12/02/2021
1662;4;325187;28/03/2021
1663;4;210486;15/12/2020
1664;4;280276;16/02/2021
1665;4;235044;4/02/2021
1666;4;224081;19/02/2021
1667;4;378326;2/02/2021
1668;4;166357;19/03/2021
1669;4;316548;14/03/2021
1670;4;133925;15/03/2021
1671;4;246475;13/03/2021
1672;4;101239;13/03/2021
1673;4;223962;9/02/2021
1674;4;375694;6/01/2021
1675;4;204406;27/02/2021
1676;4;214523;12/03/2021
1677;4;210540;19/02/2021
1678;4;293580;8/01/2021
1679;4;287365;5/02/2021
1680;4;250687;18/02/2021
1681;4;304148;17/01/2021
1682;4;293460;10/02/2021
1683;4;369921;29/12/2020
1684;4;150413;24/02/2021
1685;4;309678;23/12/2020
1686;4;202032;24/02/2021
1687;4;242732;10/03/2021
1688;4;83152;26/02/2021
1689;4;322858;8/12/2020
1690;1;317510;4/01/2021
1691;1;184721;4/01/2021
1692;4;37092;13/12/2020
1693;4;109819;7/01/2021
1694;4;264336;28/01/2021
1695;4;241657;30/01/2021
1696;4;241575;17/02/2021
1697;4;183606;5/02/2021
1698;1;249108;4/01/2021
1699;4;267596;5/02/2021
1700;4;134226;26/01/2021
1701;4;243008;24/02/2021
1702;1;61564;4/01/2021
1703;4;321652;1/02/2021
1704;4;267821;23/02/2021
1705;4;180293;8/02/2021
1706;4;66833;19/02/2021
1707;4;253453;4/01/2021
1708;4;159735;27/02/2021
1709;4;184324;1/03/2021
1710;4;39060;21/01/2021
1711;4;219675;11/03/2021
1712;1;352092;4/01/2021
1713;4;175398;1/03/2021
1714;1;282265;5/01/2021
1715;4;221696;19/12/2020
1716;4;331942;20/02/2021
1717;4;363405;21/12/2020
1718;4;220525;17/01/2021
1719;4;226781;13/02/2021
1720;4;350179;15/01/2021
1721;4;232792;21/01/2021
1722;4;319117;26/12/2020
1723;4;289537;9/02/2021
1724;4;353924;27/02/2021
1725;4;187210;21/01/2021
1726;4;196670;19/01/2021
1727;4;200184;4/02/2021
1728;4;248280;22/03/2021
1729;4;233176;13/02/2021
1730;4;213421;1/02/2021
1731;4;231456;14/02/2021
1732;4;348494;11/03/2021
1733;4;332787;13/02/2021
1734;4;333894;1/03/2021
1735;4;268097;18/02/2021
1736;4;330112;22/03/2021
1737;1;261491;5/01/2021
1738;4;152815;16/01/2021
1739;1;195877;5/01/2021
1740;4;200920;28/12/2020
1741;4;248988;10/02/2021
1742;4;290049;15/01/2021
1743;4;136239;27/02/2021
1744;4;300987;13/03/2021
1745;4;172491;9/03/2021
1746;4;302758;2/01/2021
1747;4;111796;10/03/2021
1748;4;199818;4/02/2021
1749;4;267428;4/02/2021
1750;4;375814;7/02/2021
1751;1;211409;5/01/2021
1752;4;195377;10/02/2021
1753;4;176130;21/01/2021
1754;1;249008;5/01/2021
1755;1;227978;5/01/2021
1756;4;268439;10/02/2021
1757;1;139994;5/01/2021
1758;4;415135;18/12/2020
1759;4;290431;13/01/2021
1760;4;181858;1/03/2021
1761;4;336022;8/03/2021
1762;4;352705;16/02/2021
1763;4;131047;12/02/2021
1764;4;177591;11/03/2021
1765;1;133694;5/01/2021
1766;4;200887;23/02/2021
1767;4;107852;15/12/2020
1768;4;333810;17/02/2021
1769;4;272030;27/02/2021
1770;4;284379;23/01/2021
1771;1;150919;5/01/2021
1772;1;272033;5/01/2021
1773;4;167785;10/02/2021
1774;1;207775;5/01/2021
1775;4;340215;18/12/2020
1776;4;217755;7/02/2021
1777;4;271155;8/01/2021
1778;4;211686;27/01/2021
1779;4;242539;13/02/2021
1780;4;224882;21/02/2021
1781;4;363530;1/02/2021
1782;4;258731;19/02/2021
1783;4;293261;6/01/2021
1784;4;316995;24/01/2021
1785;4;324476;30/01/2021
1786;4;68573;4/03/2021
1787;4;402566;20/12/2020
1788;4;215701;19/01/2021
1789;4;260396;20/01/2021
1790;4;177029;18/02/2021
1791;1;396241;5/01/2021
1792;3;226945;27/02/2021
1793;3;323570;13/02/2021
1794;1;197082;5/01/2021
1795;1;353616;5/01/2021
1796;3;191712;13/02/2021
1797;3;204450;1/02/2021
1798;3;288471;18/03/2021
1799;3;284657;12/02/2021
1800;3;226356;23/02/2021
